network,latitude,longitude
170.187.232.0/24,19,73
170.187.233.0/24,19,73
170.187.234.0/24,19,73
170.187.235.0/24,19,73
170.187.236.0/24,19,73
170.187.237.0/24,19,73
170.187.238.0/24,19,73
170.187.239.0/24,19,73
170.187.240.0/24,-34,151
170.187.241.0/24,-34,151
170.187.242.0/24,-34,151
170.187.243.0/24,-34,151
170.187.244.0/24,-34,151
170.187.245.0/24,-34,151
170.187.246.0/24,-34,151
170.187.247.0/24,-34,151
170.187.136.0/24,34,-84
170.187.137.0/24,34,-84
170.187.138.0/24,34,-84
170.187.139.0/24,34,-84
170.187.140.0/24,34,-84
170.187.141.0/24,34,-84
170.187.142.0/24,34,-84
170.187.143.0/24,34,-84
170.187.248.0/24,19,73
170.187.249.0/24,19,73
170.187.250.0/24,19,73
170.187.251.0/24,19,73
170.187.252.0/24,19,73
170.187.253.0/24,19,73
170.187.254.0/24,19,73
170.187.255.0/24,19,73
170.187.208.0/24,36,140
170.187.209.0/24,36,140
170.187.210.0/24,36,140
170.187.211.0/24,36,140
170.187.212.0/24,36,140
170.187.213.0/24,36,140
170.187.214.0/24,36,140
170.187.215.0/24,36,140
170.187.216.0/24,36,140
170.187.217.0/24,36,140
170.187.218.0/24,36,140
170.187.219.0/24,36,140
170.187.220.0/24,36,140
170.187.221.0/24,36,140
170.187.222.0/24,36,140
170.187.223.0/24,36,140
170.187.176.0/24,44,-79
170.187.177.0/24,44,-79
170.187.178.0/24,44,-79
170.187.179.0/24,44,-79
170.187.180.0/24,44,-79
170.187.181.0/24,44,-79
170.187.182.0/24,44,-79
170.187.183.0/24,44,-79
170.187.184.0/24,50,9
170.187.185.0/24,50,9
170.187.186.0/24,50,9
170.187.187.0/24,50,9
170.187.188.0/24,50,9
170.187.189.0/24,50,9
170.187.190.0/24,50,9
170.187.191.0/24,50,9
170.187.192.0/24,44,-79
170.187.193.0/24,44,-79
170.187.194.0/24,44,-79
170.187.195.0/24,44,-79
170.187.196.0/24,1,104
170.187.197.0/24,1,104
170.187.198.0/24,1,104
170.187.199.0/24,1,104
109.74.192.0/24,52,0
109.74.193.0/24,52,0
109.74.194.0/24,52,0
109.74.195.0/24,52,0
109.74.196.0/24,52,0
109.74.197.0/24,52,0
109.74.198.0/24,52,0
109.74.199.0/24,52,0
109.74.200.0/24,52,0
109.74.201.0/24,52,0
109.74.202.0/24,52,0
109.74.203.0/24,52,0
109.74.204.0/24,52,0
109.74.205.0/24,52,0
109.74.206.0/24,52,0
178.79.128.0/24,52,0
178.79.129.0/24,52,0
178.79.130.0/24,52,0
178.79.131.0/24,52,0
178.79.132.0/24,52,0
178.79.133.0/24,52,0
178.79.134.0/24,52,0
178.79.135.0/24,52,0
178.79.136.0/24,52,0
178.79.137.0/24,52,0
178.79.138.0/24,52,0
178.79.139.0/24,52,0
178.79.140.0/24,52,0
178.79.141.0/24,52,0
178.79.142.0/24,52,0
178.79.143.0/24,52,0
178.79.144.0/24,52,0
178.79.145.0/24,52,0
178.79.146.0/24,52,0
178.79.147.0/24,52,0
178.79.148.0/24,52,0
178.79.149.0/24,52,0
178.79.150.0/24,52,0
178.79.152.0/24,52,0
178.79.153.0/24,52,0
178.79.154.0/24,52,0
178.79.155.0/24,52,0
178.79.156.0/24,52,0
178.79.157.0/24,52,0
178.79.158.0/24,52,0
178.79.159.0/24,52,0
178.79.160.0/24,52,0
178.79.161.0/24,52,0
178.79.162.0/24,52,0
178.79.163.0/24,52,0
178.79.164.0/24,52,0
178.79.165.0/24,52,0
178.79.166.0/24,52,0
178.79.168.0/24,52,0
178.79.169.0/24,52,0
178.79.170.0/24,52,0
178.79.171.0/24,52,0
178.79.172.0/24,52,0
178.79.173.0/24,52,0
178.79.174.0/24,52,0
178.79.176.0/24,52,0
178.79.177.0/24,52,0
178.79.178.0/24,52,0
178.79.179.0/24,52,0
178.79.180.0/24,52,0
178.79.181.0/24,52,0
178.79.182.0/24,52,0
178.79.183.0/24,52,0
178.79.184.0/24,52,0
178.79.185.0/24,52,0
178.79.186.0/24,52,0
178.79.187.0/24,52,0
178.79.188.0/24,52,0
178.79.189.0/24,52,0
178.79.190.0/24,52,0
178.79.191.0/24,52,0
176.58.96.0/24,52,0
176.58.97.0/24,52,0
176.58.98.0/24,52,0
176.58.99.0/24,52,0
176.58.100.0/24,52,0
176.58.101.0/24,52,0
176.58.102.0/24,52,0
176.58.103.0/24,52,0
176.58.104.0/24,52,0
176.58.105.0/24,52,0
176.58.106.0/24,52,0
176.58.107.0/24,52,0
176.58.108.0/24,52,0
176.58.109.0/24,52,0
176.58.110.0/24,52,0
176.58.111.0/24,52,0
176.58.112.0/24,52,0
176.58.113.0/24,52,0
176.58.114.0/24,52,0
176.58.115.0/24,52,0
176.58.116.0/24,52,0
176.58.117.0/24,52,0
176.58.118.0/24,52,0
176.58.119.0/24,52,0
176.58.120.0/24,52,0
176.58.121.0/24,52,0
176.58.122.0/24,52,0
176.58.123.0/24,52,0
176.58.124.0/24,52,0
176.58.125.0/24,52,0
176.58.126.0/24,52,0
176.58.127.0/24,52,0
151.236.216.0/24,52,0
151.236.217.0/24,52,0
151.236.218.0/24,52,0
151.236.219.0/24,52,0
151.236.220.0/24,52,0
151.236.221.0/24,52,0
151.236.222.0/24,52,0
185.3.94.0/24,52,0
185.3.95.0/24,52,0
85.159.208.0/24,52,0
85.159.209.0/24,52,0
85.159.210.0/24,52,0
85.159.211.0/24,52,0
85.159.212.0/24,52,0
85.159.213.0/24,52,0
85.159.214.0/24,52,0
85.159.215.0/24,52,0
212.71.248.0/24,52,0
212.71.249.0/24,52,0
212.71.250.0/24,52,0
212.71.251.0/24,52,0
212.71.252.0/24,52,0
212.71.253.0/24,52,0
212.71.254.0/24,52,0
212.71.255.0/24,52,0
212.71.232.0/24,52,0
212.71.233.0/24,52,0
212.71.234.0/24,52,0
212.71.235.0/24,52,0
212.71.237.0/24,52,0
212.71.238.0/24,52,0
212.71.239.0/24,52,0
88.80.184.0/24,52,0
88.80.185.0/24,52,0
88.80.186.0/24,52,0
88.80.187.0/24,52,0
88.80.188.0/24,52,0
88.80.189.0/24,52,0
88.80.190.0/24,52,0
88.80.191.0/24,52,0
80.85.84.0/24,52,0
80.85.85.0/24,52,0
80.85.86.0/24,52,0
80.85.87.0/24,52,0
212.111.40.0/24,52,0
212.111.41.0/24,52,0
212.111.42.0/24,52,0
212.111.43.0/24,52,0
212.71.244.0/24,52,0
212.71.245.0/24,52,0
212.71.246.0/24,52,0
212.71.247.0/24,52,0
213.52.128.0/24,52,0
213.52.129.0/24,52,0
213.52.130.0/24,52,0
139.162.1.0/24,1,104
139.162.2.0/24,1,104
139.162.3.0/24,1,104
139.162.4.0/24,1,104
139.162.5.0/24,1,104
139.162.6.0/24,1,104
139.162.7.0/24,1,104
139.162.8.0/24,1,104
139.162.9.0/24,1,104
139.162.10.0/24,1,104
139.162.11.0/24,1,104
139.162.12.0/24,1,104
139.162.13.0/24,1,104
139.162.14.0/24,1,104
139.162.15.0/24,1,104
139.162.16.0/24,1,104
139.162.17.0/24,1,104
139.162.18.0/24,1,104
139.162.19.0/24,1,104
139.162.20.0/24,1,104
139.162.21.0/24,1,104
139.162.22.0/24,1,104
139.162.23.0/24,1,104
139.162.24.0/24,1,104
139.162.25.0/24,1,104
139.162.27.0/24,1,104
139.162.28.0/24,1,104
139.162.29.0/24,1,104
139.162.30.0/24,1,104
139.162.31.0/24,1,104
85.90.244.0/24,50,9
85.90.245.0/24,50,9
85.90.246.0/24,50,9
85.90.247.0/24,50,9
213.168.248.0/24,52,0
213.168.249.0/24,52,0
213.168.250.0/24,52,0
213.168.251.0/24,52,0
109.237.24.0/24,52,0
109.237.25.0/24,52,0
109.237.26.0/24,52,0
109.237.27.0/24,52,0
213.219.36.0/24,52,0
213.219.37.0/24,52,0
213.219.38.0/24,52,0
213.219.39.0/24,52,0
139.162.141.0/24,50,9
139.162.142.0/24,50,9
139.162.143.0/24,50,9
139.162.144.0/24,50,9
139.162.145.0/24,50,9
139.162.146.0/24,50,9
139.162.147.0/24,50,9
139.162.148.0/24,50,9
139.162.149.0/24,50,9
139.162.150.0/24,50,9
139.162.151.0/24,50,9
139.162.152.0/24,50,9
139.162.153.0/24,50,9
139.162.154.0/24,50,9
139.162.155.0/24,50,9
139.162.156.0/24,50,9
139.162.157.0/24,50,9
139.162.158.0/24,50,9
139.162.159.0/24,50,9
139.162.192.0/24,52,0
139.162.193.0/24,52,0
139.162.194.0/24,52,0
139.162.195.0/24,52,0
139.162.196.0/24,52,0
139.162.197.0/24,52,0
139.162.198.0/24,52,0
139.162.199.0/24,52,0
139.162.200.0/24,52,0
139.162.201.0/24,52,0
139.162.202.0/24,52,0
139.162.203.0/24,52,0
139.162.204.0/24,52,0
139.162.205.0/24,52,0
139.162.206.0/24,52,0
139.162.207.0/24,52,0
139.162.208.0/24,52,0
139.162.209.0/24,52,0
139.162.210.0/24,52,0
139.162.211.0/24,52,0
139.162.212.0/24,52,0
139.162.213.0/24,52,0
139.162.214.0/24,52,0
139.162.215.0/24,52,0
139.162.216.0/24,52,0
139.162.217.0/24,52,0
139.162.218.0/24,52,0
139.162.219.0/24,52,0
139.162.220.0/24,52,0
139.162.221.0/24,52,0
139.162.222.0/24,52,0
139.162.223.0/24,52,0
139.162.32.0/24,1,104
139.162.33.0/24,1,104
139.162.34.0/24,1,104
139.162.35.0/24,1,104
139.162.36.0/24,1,104
139.162.37.0/24,1,104
139.162.38.0/24,1,104
139.162.39.0/24,1,104
139.162.40.0/24,1,104
139.162.41.0/24,1,104
139.162.42.0/24,1,104
139.162.43.0/24,1,104
139.162.44.0/24,1,104
139.162.45.0/24,1,104
139.162.46.0/24,1,104
139.162.47.0/24,1,104
139.162.48.0/24,1,104
139.162.49.0/24,1,104
139.162.50.0/24,1,104
139.162.51.0/24,1,104
139.162.52.0/24,1,104
139.162.53.0/24,1,104
139.162.54.0/24,1,104
139.162.55.0/24,1,104
139.162.56.0/24,1,104
139.162.57.0/24,1,104
139.162.58.0/24,1,104
139.162.59.0/24,1,104
139.162.60.0/24,1,104
139.162.61.0/24,1,104
139.162.62.0/24,1,104
139.162.63.0/24,1,104
139.162.160.0/24,50,9
139.162.161.0/24,50,9
139.162.162.0/24,50,9
139.162.163.0/24,50,9
139.162.164.0/24,50,9
139.162.165.0/24,50,9
139.162.166.0/24,50,9
139.162.167.0/24,50,9
139.162.168.0/24,50,9
139.162.169.0/24,50,9
139.162.170.0/24,50,9
139.162.171.0/24,50,9
139.162.172.0/24,50,9
139.162.173.0/24,50,9
139.162.174.0/24,50,9
139.162.175.0/24,50,9
139.162.176.0/24,50,9
139.162.177.0/24,50,9
139.162.178.0/24,50,9
139.162.179.0/24,50,9
139.162.180.0/24,50,9
139.162.181.0/24,50,9
139.162.182.0/24,50,9
139.162.183.0/24,50,9
139.162.184.0/24,50,9
139.162.185.0/24,50,9
139.162.186.0/24,50,9
139.162.187.0/24,50,9
139.162.188.0/24,50,9
139.162.189.0/24,50,9
139.162.190.0/24,50,9
139.162.191.0/24,50,9
139.162.224.0/24,52,0
139.162.225.0/24,52,0
139.162.226.0/24,52,0
139.162.227.0/24,52,0
139.162.228.0/24,52,0
139.162.229.0/24,52,0
139.162.230.0/24,52,0
139.162.231.0/24,52,0
139.162.232.0/24,52,0
139.162.233.0/24,52,0
139.162.234.0/24,52,0
139.162.235.0/24,52,0
139.162.236.0/24,52,0
139.162.237.0/24,52,0
139.162.238.0/24,52,0
139.162.239.0/24,52,0
139.162.240.0/24,52,0
139.162.241.0/24,52,0
139.162.242.0/24,52,0
139.162.243.0/24,52,0
139.162.244.0/24,52,0
139.162.245.0/24,52,0
139.162.246.0/24,52,0
139.162.247.0/24,52,0
139.162.248.0/24,52,0
139.162.249.0/24,52,0
139.162.250.0/24,52,0
139.162.251.0/24,52,0
139.162.252.0/24,52,0
139.162.253.0/24,52,0
139.162.254.0/24,52,0
139.162.255.0/24,52,0
139.162.65.0/24,36,140
139.162.66.0/24,36,140
139.162.67.0/24,36,140
139.162.68.0/24,36,140
139.162.69.0/24,36,140
139.162.70.0/24,36,140
139.162.71.0/24,36,140
139.162.72.0/24,36,140
139.162.73.0/24,36,140
139.162.74.0/24,36,140
139.162.75.0/24,36,140
139.162.76.0/24,36,140
139.162.77.0/24,36,140
139.162.78.0/24,36,140
139.162.79.0/24,36,140
139.162.80.0/24,36,140
139.162.81.0/24,36,140
139.162.82.0/24,36,140
139.162.83.0/24,36,140
139.162.84.0/24,36,140
139.162.85.0/24,36,140
139.162.86.0/24,36,140
139.162.87.0/24,36,140
139.162.88.0/24,36,140
139.162.89.0/24,36,140
139.162.90.0/24,36,140
139.162.91.0/24,36,140
139.162.96.0/24,36,140
139.162.97.0/24,36,140
139.162.98.0/24,36,140
139.162.99.0/24,36,140
139.162.100.0/24,36,140
139.162.101.0/24,36,140
139.162.102.0/24,36,140
139.162.103.0/24,36,140
139.162.104.0/24,36,140
139.162.105.0/24,36,140
139.162.106.0/24,36,140
139.162.107.0/24,36,140
139.162.108.0/24,36,140
139.162.109.0/24,36,140
139.162.110.0/24,36,140
139.162.111.0/24,36,140
139.162.112.0/24,36,140
139.162.113.0/24,36,140
139.162.114.0/24,36,140
139.162.115.0/24,36,140
139.162.116.0/24,36,140
139.162.117.0/24,36,140
139.162.118.0/24,36,140
139.162.119.0/24,36,140
139.162.120.0/24,36,140
139.162.121.0/24,36,140
139.162.122.0/24,36,140
139.162.123.0/24,36,140
139.162.124.0/24,36,140
139.162.125.0/24,36,140
139.162.126.0/24,36,140
139.162.127.0/24,36,140
192.46.232.0/24,50,9
192.46.233.0/24,50,9
192.46.234.0/24,50,9
192.46.235.0/24,50,9
192.46.236.0/24,50,9
192.46.237.0/24,50,9
192.46.239.0/24,50,9
192.46.216.0/24,33,-97
192.46.217.0/24,33,-97
192.46.218.0/24,33,-97
192.46.219.0/24,33,-97
192.46.220.0/24,-34,151
192.46.221.0/24,-34,151
192.46.222.0/24,44,-79
192.46.223.0/24,44,-79
192.46.224.0/24,1,104
192.46.225.0/24,1,104
192.46.226.0/24,1,104
192.46.227.0/24,1,104
192.46.228.0/24,1,104
192.46.229.0/24,1,104
192.46.230.0/24,1,104
192.46.231.0/24,1,104
192.46.208.0/24,19,73
192.46.209.0/24,19,73
192.46.210.0/24,19,73
192.46.211.0/24,19,73
192.46.212.0/24,19,73
192.46.213.0/24,19,73
192.46.214.0/24,19,73
192.46.215.0/24,19,73
192.53.112.0/24,1,104
192.53.113.0/24,1,104
192.53.114.0/24,1,104
192.53.115.0/24,1,104
192.53.116.0/24,1,104
192.53.117.0/24,1,104
192.53.118.0/24,1,104
192.53.119.0/24,1,104
192.53.120.0/24,44,-79
192.53.121.0/24,44,-79
192.53.122.0/24,44,-79
192.53.123.0/24,44,-79
192.53.124.0/24,38,-122
192.53.125.0/24,38,-122
192.53.126.0/24,38,-122
192.53.127.0/24,38,-122
192.53.160.0/24,33,-97
192.53.161.0/24,33,-97
192.53.162.0/24,33,-97
192.53.163.0/24,33,-97
192.53.164.0/24,33,-97
192.53.165.0/24,33,-97
192.53.166.0/24,33,-97
192.53.167.0/24,33,-97
192.53.168.0/24,-34,151
192.53.169.0/24,-34,151
192.53.170.0/24,33,-97
192.53.171.0/24,33,-97
192.53.172.0/24,1,104
192.53.173.0/24,1,104
192.53.174.0/24,1,104
192.53.175.0/24,1,104
194.195.112.0/24,19,73
194.195.113.0/24,19,73
194.195.114.0/24,19,73
194.195.115.0/24,19,73
194.195.116.0/24,19,73
194.195.117.0/24,19,73
194.195.118.0/24,19,73
194.195.119.0/24,19,73
194.195.120.0/24,-34,151
194.195.121.0/24,-34,151
194.195.122.0/24,-34,151
194.195.123.0/24,-34,151
194.195.124.0/24,-34,151
194.195.125.0/24,-34,151
194.195.126.0/24,-34,151
194.195.127.0/24,-34,151
194.195.208.0/24,34,-84
194.195.209.0/24,34,-84
194.195.210.0/24,34,-84
194.195.211.0/24,34,-84
194.195.212.0/24,34,-84
194.195.213.0/24,34,-84
194.195.214.0/24,34,-84
194.195.215.0/24,34,-84
194.195.216.0/24,33,-97
194.195.217.0/24,33,-97
194.195.218.0/24,33,-97
194.195.219.0/24,33,-97
194.195.220.0/24,33,-97
194.195.221.0/24,33,-97
194.195.222.0/24,33,-97
194.195.223.0/24,33,-97
194.195.240.0/24,50,9
194.195.241.0/24,50,9
194.195.242.0/24,50,9
194.195.243.0/24,50,9
194.195.244.0/24,50,9
194.195.245.0/24,50,9
194.195.246.0/24,50,9
194.195.248.0/24,-34,151
194.195.249.0/24,-34,151
194.195.250.0/24,-34,151
194.195.251.0/24,-34,151
194.195.252.0/24,-34,151
194.195.253.0/24,-34,151
194.195.254.0/24,-34,151
194.233.160.0/24,50,9
194.233.161.0/24,50,9
194.233.162.0/24,50,9
194.233.163.0/24,50,9
194.233.164.0/24,50,9
194.233.165.0/24,50,9
194.233.166.0/24,50,9
194.233.167.0/24,50,9
194.233.168.0/24,50,9
194.233.169.0/24,50,9
194.233.170.0/24,50,9
194.233.171.0/24,50,9
194.233.172.0/24,50,9
194.233.173.0/24,50,9
194.233.174.0/24,50,9
194.233.175.0/24,50,9
67.18.186.0/24,33,-97
64.62.190.0/24,38,-122
66.220.1.0/24,38,-122
65.19.178.0/24,38,-122
66.160.141.0/24,38,-122
64.62.231.0/24,38,-122
64.71.152.0/24,38,-122
65.49.60.0/24,38,-122
74.82.3.0/24,38,-122
74.82.5.0/24,38,-122
64.62.228.0/24,38,-122
207.192.69.0/24,41,-74
207.192.70.0/24,41,-74
207.192.71.0/24,41,-74
207.192.72.0/24,41,-74
207.192.73.0/24,41,-74
207.192.74.0/24,41,-74
207.192.75.0/24,41,-74
209.123.162.0/24,41,-74
209.123.234.0/24,41,-74
66.246.75.0/24,41,-74
66.246.76.0/24,41,-74
66.246.138.0/24,41,-74
103.3.60.0/24,1,104
103.3.61.0/24,1,104
103.3.62.0/24,1,104
103.3.63.0/24,1,104
45.118.132.0/24,1,104
45.118.133.0/24,1,104
45.118.134.0/24,1,104
45.118.135.0/24,1,104
103.29.68.0/24,36,140
103.29.69.0/24,36,140
103.29.70.0/24,36,140
103.29.71.0/24,36,140
172.105.131.0/24,50,9
172.105.130.0/24,50,9
172.105.140.0/24,36,140
172.105.141.0/24,36,140
172.105.132.0/24,52,0
172.105.133.0/24,52,0
172.105.142.0/24,1,104
172.105.143.0/24,1,104
172.104.223.0/24,41,-74
172.105.147.0/24,34,-84
170.187.132.0/24,33,-97
69.164.223.0/24,41,-74
66.228.63.0/24,34,-84
96.126.99.0/24,38,-122
96.126.119.0/24,33,-97
198.58.121.0/24,33,-97
23.92.23.0/24,41,-74
23.239.6.0/24,38,-122
104.200.22.0/24,33,-97
104.200.23.0/24,33,-97
104.200.26.0/24,38,-122
104.200.27.0/24,38,-122
104.237.148.0/24,41,-74
45.79.60.0/24,33,-97
45.79.61.0/24,33,-97
45.79.62.0/24,33,-97
45.79.63.0/24,33,-97
45.79.229.0/24,38,-122
45.79.230.0/24,38,-122
45.79.240.0/24,33,-97
45.79.241.0/24,33,-97
45.79.242.0/24,33,-97
45.79.243.0/24,33,-97
45.79.244.0/24,34,-84
45.79.245.0/24,34,-84
45.79.246.0/24,41,-74
45.79.247.0/24,41,-74
139.162.140.0/24,50,9
172.104.37.0/24,1,104
172.104.38.0/24,1,104
172.104.231.0/24,50,9
172.104.255.0/24,50,9
172.104.204.0/24,41,-74
172.105.146.0/24,50,9
172.105.1.0/24,44,-79
172.105.2.0/24,44,-79
172.105.12.0/24,44,-79
172.105.44.0/24,19,73
172.105.45.0/24,19,73
172.105.46.0/24,19,73
172.105.164.0/24,-34,151
172.105.165.0/24,-34,151
45.79.119.0/24,40,-75
170.187.131.0/24,41,-74
178.79.175.0/24,52,0
185.3.92.0/24,52,0
185.3.93.0/24,52,0
212.71.236.0/24,52,0
139.162.26.0/24,1,104
139.162.92.0/24,36,140
139.162.93.0/24,36,140
139.162.94.0/24,36,140
139.162.95.0/24,36,140
192.46.238.0/24,50,9
194.195.247.0/24,50,9
194.195.255.0/24,-34,151
